"","line_num","Author","Title","Previously analyzed","Has been analyzed","Notes","...6"
"68",115,"Baumann, Zofia; Mason, Robert P.; Conover, David O.; Balcom, Prentiss; Chen, Celia Y.; Buckman, Kate L.; Fisher, Nicholas S.; Baumann, Hannes","Mercury bioaccumulation increases with latitude in a coastal marine fish (Atlantic silverside, Menidia menidia)",NA,NA,NA,NA
"69",116,"Johansson, Magnus P.; Laurila, Anssi","Maximum thermal tolerance trades off with chronic tolerance of high temperature in contrasting thermal populations of Radix balthica",NA,NA,NA,NA
"70",117,"Guinand, Bruno; Vandeputte, Marc; Dupont-Nivet, Mathilde; Vergnet, Alain; Haffray, Pierrick; Chavanne, Herve; Chatain, Beatrice","Metapopulation patterns of additive and nonadditive genetic variance in the sea bass (Dicentrarchus labrax)",NA,NA,NA,NA
"71",118,"Rodriguez-Verdugo, Alejandra; Buckley, James; Stapley, Jessica","The genomic basis of eco-evolutionary dynamics",NA,NA,NA,NA
"72",119,"Peixoto, Maria Joao; Salas-Leiton, Emilio; Brito, Francisca; Pereira, Luis Ferreira; Svendsen, Jon C.; Baptista, Teresa; Pereira, Rui; Abreu, Helena; Reis, Pedro Alexandre; Magalhaes Goncalves, Jose Fernando; de Almeida Ozorio, Rodrigo Otavio","Effects of dietary Gracilaria sp and Alaria sp supplementation on growth performance, metabolic rates and health in meagre (Argyrosomus regius) subjected to pathogen infection",NA,NA,NA,NA
"73",120,"Rooke, Anna C.; Burness, Gary; Fox, Michael G.","Thermal physiology of native cool-climate, and non-native warm-climate Pumpkinseed sunfish raised in a common environment",NA,NA,NA,NA
"74",121,"Dattolo, Emanuela; Marin-Guirao, Lazaro; Ruiz, Juan M.; Procaccini, Gabriele","Long-term acclimation to reciprocal light conditions suggests depth-related selection in the marine foundation species Posidonia oceanica",NA,NA,NA,NA
"75",122,"Liang, Liang","Beyond the Bioclimatic Law: Geographic adaptation patterns of temperate plant phenology",NA,NA,NA,NA
"76",123,"Fischer, Eva K.; Ghalambor, Cameron K.; Hoke, Kim L.","Can a Network Approach Resolve How Adaptive vs Nonadaptive Plasticity Impacts Evolutionary Trajectories?",NA,NA,NA,NA
"77",124,"Williams, Caroline M.; McCue, Marshall D.; Sunny, Nishanth E.; Szejner-Sigal, Andre; Morgan, Theodore J.; Allison, David B.; Hahn, Daniel A.","Cold adaptation increases rates of nutrient flow and metabolic plasticity during cold exposure in Drosophila melanogaster",NA,NA,NA,NA
"78",125,"Liang, Liang; Schwartz, Mark D.; Zhang, Xiaoyang","Mapping Temperate Vegetation Climate Adaptation Variability Using Normalized Land Surface Phenology",NA,NA,NA,NA
"79",126,"Swift, H. F.; Daglio, L. Gomez; Dawson, M. N.","Three routes to crypsis: Stasis, convergence, and parallelism in the Mastigias species complex (Scyphozoa, Rhizostomeae)",NA,NA,NA,NA
"80",127,"Martinez, Christopher M.; Rohlf, F. James; Frisk, Michael G.","Sexual dimorphism in sister species of Leucoraja skate and its relationship to reproductive strategy and life history",NA,NA,NA,NA
"81",128,"Jones, Natalie T.; Gilbert, Benjamin","Changing climate cues differentially alter zooplankton dormancy dynamics across latitudes",NA,NA,NA,NA
"82",165,"Manyak-Davis, Anna; Bell, Tina M.; Sotka, Erik E.","The Relative Importance of Predation Risk and Water Temperature in Maintaining Bergmann''s Rule in a Marine Ectotherm","N","Y",NA,NA
"83",218,"Gorton, Amanda J.; Moeller, David A.; Tiffin, Peter","Little plant, big city: a test of adaptation to urban environments in common ragweed (Ambrosia artemisiifolia)",NA,NA,NA,NA
"84",225,"Makinen, Hannu; Savilammi, Tiina; Papakostas, Spiros; Leder, Erica; Vollestad, Leif A.; Primmer, Craig R.","Modularity Facilitates Flexible Tuning of Plastic and Evolutionary Gene Expression Responses during Early Divergence","N","Y",NA,NA
"85",231,"Diamond, Sarah E.; Chick, Lacy; Perez, Abe; Strickler, Stephanie A.; Martin, Ryan A.","Rapid evolution of ant thermal tolerance across an urban-rural temperature cline","n","y","no",NA
"86",232,"Finstad, Anders G.; Jonsson, Bror","Effect of incubation temperature on growth performance in Atlantic salmon","n","y","author says no",NA
"87",233,"Clarke, Andrew","Principles of Thermal Ecology Temperature, Energy and Life Preface","n","y","book",NA
"88",234,"Laiolo, Paola; Ramon Obeso, Jose","Life-History Responses to the Altitudinal Gradient","n","y","book",NA
"89",235,"Peng, Xiong; Song, Chun-Man; Wang, Kang; Chen, Mao-Hua","Geographical Variations in the Life Histories of Rhopalosiphum padi (Hemiptera: Aphididae) in China","n","y","check if done, otherwise no",NA
"90",236,"Spaak, Piet; Fox, Jennifer; Hairston, Nelson G., Jr.","Modes and mechanisms of a Daphnia invasion","n","y","ish but the seem to explain it away",NA
"91",237,"McElroy, Matthew T.","Countergradient Variation in Locomotor Performance of Two Sympatric Polynesian Skinks (Emoia impar, Emoia cyanura)","n","y","yes",NA
"92",239,"Lombardo, Jeffrey A.; Elkinton, Joseph S.","Environmental adaptation in an asexual invasive insect","n","y","no",NA
"93",240,"Rotvit, Lennie; Jacobsen, Dean","Egg development of Plecoptera, Ephemeroptera and Odonata along latitudinal gradients","n","y","no",NA
"94",241,"Orizaola, German; Quintela, Maria; Laurila, Anssi","Climatic adaptation in an isolated and genetically impoverished amphibian population","n","y","unclear",NA
"95",243,"Erlandsson, Johan; Ostman, Orjan; Florin, Ann-Britt; Pekcan-Hekim, Zeynep","Spatial structure of body size of European flounder (Platichthys flesus L.) in the Baltic Sea","n","y","maybe, but cant find data to work with",NA
"96",244,"Kivela, Sami M.; Valimaki, Panu; Gotthard, Karl","SEASONALITY MAINTAINS ALTERNATIVE LIFE-HISTORY PHENOTYPES","n","y","modelling",NA
"97",245,"Elliott, J. M.; Elliott, J. A.","Temperature requirements of Atlantic salmon Salmo salar, brown trout Salmo trutta and Arctic charr Salvelinus alpinus: predicting the effects of climate change","n","y","modelling",NA
"98",246,"Cenzer, Meredith L.","Maladaptive Plasticity Masks the Effects of Natural Selection in the Red-Shouldered Soapberry Bug","n","y","no",NA
"99",247,"Sengupta, Sagnik; Ergon, Torbjorn; Leinaas, Hans Petter","Thermal plasticity in postembryonic life history traits of a widely distributed Collembola: Effects of macroclimate and microhabitat on genotypic differences","n","y","no",NA
"100",248,"Schrader, Matthew; Jarrett, Benjamin J. M.; Rebar, Darren; Kilner, Rebecca M.","Adaptation to a novel family environment involves both apparent and cryptic phenotypic changes","n","y","no",NA
"101",249,"Dutilleul, Morgan; Reale, Denis; Goussen, Benoit; Lecomte, Catherine; Galas, Simon; Bonzom, Jean-Marc","Adaptation costs to constant and alternating polluted environments","n","y","no",NA
"102",250,"Jin, Long; Chen, Cheng; Liao, Wen Bo","Altitudinal variation in body size and age in male spot-legged treefrog (Polypedates megacephalus)","n","y","no",NA
"103",251,"Tansey, Christine J.; Hadfield, Jarrod D.; Phillimore, Albert B.","Estimating the ability of plants to plastically track temperature-mediated shifts in the spring phenological optimum","n","y","no",NA
"104",252,"Sniegula, Szymon; Golab, Maria J.; Johansson, Frank","Cannibalism and activity rate in larval damselflies increase along a latitudinal gradient as a consequence of time constraints","n","y","no",NA
"105",253,"Schmitt, Clarence; Garant, Dany; Belisle, Marc; Pelletier, Fanie","Linking innate immunogenetic variation with phenotypic traits in a wild population of tree swallows, Tachycineta bicolor","n","y","no",NA
"106",254,"Suskiewicz, T. S.; Johnson, L. E.","Consumption rates of a key marine herbivore: a review of the extrinsic and intrinsic control of feeding in the green sea urchin","n","y","no",NA
"107",256,"Brans, Kristien I.; Govaert, Lynn; Engelen, Jessie M. T.; Gianuca, Andros T.; Souffreau, Caroline; De Meester, Luc","Eco-evolutionary dynamics in urbanized landscapes: evolution, species sorting and the change in zooplankton body size along urbanization gradients","n","y","no",NA
"108",257,"de Montaigu, Amaury; Coupland, George","The timing of GIGANTEA expression during day/night cycles varies with the geographical origin of Arabidopsis accessions","n","y","no",NA
"109",258,"Wagner, Curtis R.; Wolter, Max H.; DeBoom, Corey S.; Diana, Matthew J.; Weber, Michael J.; Wahl, David H.","Survival and Growth of Three Geographically Distinct Stocks of Muskellunge Introduced into Midwestern Reservoirs","n","y","no",NA
"110",260,"Diana, Matthew J.; Wagner, Curtis P.; Wahl, David H.","Differences in Stocking Success among Geographically Distinct Stocks of Juvenile Muskellunge in Illinois Lakes","n","y","no",NA
"111",261,"Hughes, A. Randall; Hanley, Torrance C.; Byers, James E.; Grabowski, Jonathan H.; Malek, Jennafer C.; Piehler, Michael F.; Kimbro, David L.","Genetic by environmental variation but no local adaptation in oysters (Crassostrea virginica)","n","y","no",NA
"112",262,"Moody, Eric K.; Rugenski, Amanda T.; Sabo, John L.; Turner, Benjamin L.; Elser, James J.","Does the Growth Rate Hypothesis Apply across Temperatures? Variation in the Growth Rate and Body Phosphorus of Neotropical Benthic Grazers","n","y","no",NA
"113",263,"Puentes, Adriana; Granath, Gustaf; Agren, Jon","Similarity in G matrix structure among natural populations of Arabidopsis lyrata","n","y","no",NA
"114",264,"Martin-Sanz, Ruth C.; Santos-del-Blanco, Luis; Notivol, Eduardo; Regina Chambel, M.; San-Martin, Roberto; Climent, Jose","Disentangling plasticity of serotiny, a key adaptive trait in a Mediterranean conifer","n","y","no",NA
"115",265,"Center, Alyson; Etterson, Julie R.; Deacon, Nicholas John; Cavender-Bares, Jeannine","Seed production timing influences seedling fitness in the tropical live oak Quercus oleoides of Costa Rican dry forests","n","y","no",NA
"116",266,"Alveal Riquelme, Nicza; Diaz-Paez, Helen; Carlos Ortiz, Juan","Thermal tolerance in the Andean toad Rhinella spinulosa (Anura: Bufonidae) at three sites located along a latitudinal gradient in Chile","n","y","no",NA
"117",267,"Guo, Baocheng; Lu, Di; Liao, Wen Bo; Merila, Juha","Genomewide scan for adaptive differentiation along altitudinal gradient in the Andrew's toad Bufo andrewsi","n","y","no",NA
"118",268,"Chiba, Susumu; Iida, Takeshi; Tomioka, Aya; Azuma, Noriko; Kurihara, Takeo; Tanaka, Kazuhiro","Population divergence in cold tolerance of the intertidal gastropod Littorina brevicula explained by habitat-specific lowest air temperature","n","y","no",NA
"119",269,"Calboli, Federico C. F.; Bystrom, Par; Merila, Juha","A test for within-lake niche differentiation in the nine-spined sticklebacks (Pungitius pungitius)","n","y","no",NA
"120",270,"Poertner, Hans O.; Gutt, Julian","Impacts of Climate Variability and Change on (Marine) Animals: Physiological Underpinnings and Evolutionary Consequences","n","y","no",NA
"121",271,"Chiaverano, Luciano M.; Bayha, Keith W.; Graham, William M.","Local versus Generalized Phenotypes in Two Sympatric Aurelia Species: Understanding Jellyfish Ecology Using Genetics and Morphometrics","n","y","no",NA
"122",272,"Oomen, Rebekah A.; Hutchings, Jeffrey A.","Genetic variation in plasticity of life-history traits between Atlantic cod (Gadus morhua) populations exposed to contrasting thermal regimes","n","y","no",NA
"123",273,"Volis, S.; Ormanbekova, D.; Shulgina, I.","Role of selection and gene flow in population differentiation at the edge vs. interior of the species range differing in climatic conditions","n","y","no",NA
"124",274,"King, Gregory D.; Chapman, Jacqueline M.; Cooke, Steven J.; Suski, Cory D.","Stress in the neighborhood: Tissue glucocorticoids relative to stream quality for five species of fish","n","y","no",NA
"125",275,"Kuyucu, Arda Cem; Caglar, Selim Sualp","Thermal Preference of the Bush Cricket Isophya rizeensis; Testing the Effect of Countergradient Selection","n","y","no",NA
"126",276,"Solberg, Monica Favneboe; Dyrhovden, Lise; Matre, Ivar Helge; Glover, Kevin Alan","Thermal plasticity in farmed, wild and hybrid Atlantic salmon during early development: has domestication caused divergence in low temperature tolerance?","n","y","no",NA
"127",277,"Dittrich, C.; Drakulic, S.; Schellenberg, M.; Thein, J.; Roedel, M. -O.","Some like it hot? Developmental differences in Yellow-bellied Toad (Bombina variegata) tadpoles from geographically close but different habitats","n","y","no",NA
"128",278,"Sengupta, Sagnik; Ergon, Torbjorn; Leinass, Petter Hans","Genotypic differences in embryonic life history traits of Folsomia quadrioculata (Collembola: Isotomidae) across a wide geographical range","n","y","no",NA
"129",279,"Lea, Ellen V.; Mee, Jonathan A.; Post, John R.; Rogers, Sean M.; Mogensen, Stephanie","Rainbow trout in seasonal environments: phenotypic trade-offs across a gradient in winter duration","n","y","no",NA
"130",280,"Abarca, Mariana; Lill, John T.","Warming affects hatching time and early season survival of eastern tent caterpillars","n","y","no",NA
"131",281,"Kivela, Sami M.; Svensson, Beatrice; Tiwe, Alma; Gotthard, Karl","Thermal plasticity of growth and development varies adaptively among alternative developmental pathways","n","y","no",NA
"132",282,"Moser, Dario; Kueng, Benjamin; Berner, Daniel","Lake-Stream Divergence in Stickleback Life History: A Plastic Response to Trophic Niche Differentiation?","n","y","no",NA
"133",283,"Bengston, S. E.; Dornhaus, A.","Latitudinal variation in behaviors linked to risk tolerance is driven by nest-site competition and spatial distribution in the ant Temnothorax rugatulus","n","y","no",NA
"134",284,"Warwick, Alexa R.; Travis, Joseph; Lemmon, Emily Moriarty","Geographic variation in the Pine Barrens Treefrog (Hyla andersonii): concordance of genetic, morphometric and acoustic signal data","n","y","no",NA
"135",285,"Urban, Mark C.; Richardson, Jonathan L.","The Evolution of Foraging Rate across Local and Geographic Gradients in Predation Risk and Competition","n","y","no",NA
"136",286,"Tibblin, Petter; Forsman, Anders; Koch-Schmidt, Per; Nordahl, Oscar; Johannessen, Peter; Nilsson, Jonas; Larsson, Per","Evolutionary Divergence of Adult Body Size and Juvenile Growth in Sympatric Subpopulations of a Top Predator in Aquatic Ecosystems","n","y","no",NA
"137",287,"Miehls, A. L. J.; Peacor, S. D.; Valliant, L.; McAdam, A. G.","Evolutionary stasis despite selection on a heritable trait in an invasive zooplankton","n","y","no",NA
"138",288,"Porrini, Leonardo P.; Fernandez Iriarte, Pedro J.; Iudica, Celia M.; Abud, Eddie Aristizabal","Population genetic structure and body shape assessment of Pagrus pagrus (Linnaeus, 1758) (Perciformes: Sparidae) from the Buenos Aires coast of the Argentine Sea","n","y","no",NA
"139",289,"Therry, Lieven; Bonte, Dries; Stoks, Robby","Higher investment in flight morphology does not trade off with fecundity estimates in a poleward range-expanding damselfly","n","y","no",NA
"140",290,"Haenel, Sabine; Tielboerger, Katja","Phenotypic response of plants to simulated climate change in a long-term rain-manipulation experiment: a multi-species study","n","y","no",NA
"141",291,"Taylor, Michelle L.; Skeats, Alison; Wilson, Alastair J.; Price, Tom A. R.; Wedell, Nina","Opposite environmental and genetic influences on body size in North American Drosophila pseudoobscura","n","y","no",NA
"142",292,"Volis, Sergei; Ormanbekova, Danara; Yermekbayev, Kanat; Song, Minshu; Shulgina, Irina","Multi-Approaches Analysis Reveals Local Adaptation in the Emmer Wheat (Triticum dicoccoides) at Macro- but not Micro-Geographical Scale","n","y","no",NA
"143",293,"Burghardt, Liana T.; Metcalf, C. Jessica E.; Wilczek, Amity M.; Schmitt, Johanna; Donohue, Kathleen","Modeling the Influence of Genetic and Environmental Variation on the Expression of Plant Life Cycles across Landscapes","n","y","no",NA
"144",294,"Brancalion, Pedro H. S.; Rodrigues, Ricardo R.; Oliveira, Giancarlo C. X.","When and how could common gardens be useful in the ecological restoration of long-lived tropical plants as an aid to the selection of seed sources?","n","y","no",NA
"145",295,"Liu, C. L.; Liu, W. D.","The main research streams of PES: How to find and what are they?","n","y","no",NA
"146",296,"Neuheimer, Anna B.; MacKenzie, Brian R.","Explaining life history variation in a changing climate across a species' range","n","y","no",NA
"147",298,"Coomes, David A.; Flores, Olivier; Holdaway, Robert; Jucker, Tommaso; Lines, Emily R.; Vanderwel, Mark C.","Wood production response to climate change will depend critically on forest composition and structure","n","y","no",NA
"148",299,"Berger, D.; Walters, R. J.; Blanckenhorn, W. U.","Experimental evolution for generalists and specialists reveals multivariate genetic constraints on thermal reaction norms","n","y","no",NA
"149",300,"Minards, Niki A.; Trewick, Steven A.; Godfrey, A. Jonathan R.; Morgan-Richards, Mary","Convergent local adaptation in size and growth rate but not metabolic rate in a pair of parapatric Orthoptera species","n","y","no",NA
"150",301,"Lu, Hong-Liang; Lin, Zhi-Hua; Li, Hong; Ji, Xiang","Geographic variation in hatchling size in an oviparous skink: effects of maternal investment and incubation thermal environment","n","y","no",NA
"151",302,"Van Dijk, H.; Hautekeete, N. -C.","Evidence of genetic change in the flowering phenology of sea beets along a latitudinal cline within two decades","n","y","no",NA
"152",303,"Velotta, Jonathan P.; McCormick, Stephen D.; O'Neill, Rachel J.; Schultz, Eric T.","Relaxed selection causes microevolution of seawater osmoregulation and gene expression in landlocked Alewives","n","y","no",NA
"153",304,"Berg, Jeremy J.; Coop, Graham","A Population Genetic Signal of Polygenic Adaptation","n","y","no",NA
"154",305,"Therry, Lieven; Zawal, Andrzej; Bonte, Dries; Stoks, Robby","What factors shape female phenotypes of a poleward-moving damselfly at the edge of its range?","n","y","no",NA
"155",306,"Beniz, Barbara; Vandygriff, James; Jensen, Camille; Coleman, Tom; Maloney, Patricia; Smith, Sheri; Grady, Amanda; Schen-Langenheim, Greta","Mountain Pine Beetle Voltinism and Life History Characteristics across Latitudinal and Elevational Gradients in the Western United States","n","y","no",NA
"156",307,"Stutz, William E.; Lau, On Lee; Bolnick, Daniel I.","Contrasting Patterns of Phenotype-Dependent Parasitism within and among Populations of Threespine Stickleback","n","y","no",NA
"157",308,"Muir, Anna P.; Biek, Roman; Mable, Barbara K.","Behavioural and physiological adaptations to low-temperature environments in the common frog, Rana temporaria","n","y","no",NA
"158",309,"Lessard, Andreanne; Bourret, Audrey; Belisle, Marc; Pelletier, Fanie; Garant, Dany","Individual and environmental determinants of reproductive success in male tree swallow (Tachycineta bicolor)","n","y","no",NA
"159",310,"Klepsatel, Peter; Galikova, Martina; Huber, Christian D.; Flatt, Thomas","SIMILARITIES AND DIFFERENCES IN ALTITUDINAL VERSUS LATITUDINAL VARIATION FOR MORPHOLOGICAL TRAITS IN DROSOPHILA MELANOGASTER","n","y","no",NA
"160",311,"Caglar, Selim S.; Karacaoglu, Cagasan; Kuyucu, A. Cem; Saglam, Ismail K.","Humidity and seasonality drives body size patterns in males of the bush cricket Isophya rizeensis Sevgili, 2003 (Orthoptera: Tettigoniidae: Phaneropterinae)","n","y","no",NA
"161",312,"Collado, Gonzalo A.; Salinas, Hugo F.; Mendez, Marco A.","Genetic, morphological, and life history traits variation in freshwater snails from extremely high environments of the Andean Altiplano","n","y","no",NA
"162",313,"Walsh, Matthew R.; La Pierre, Kimberly J.; Post, David M.","Phytoplankton composition modifies predator-driven life history evolution in Daphnia","n","y","no",NA
"163",314,"Hassall, Christopher; Keat, Simon; Thompson, David J.; Watts, Phillip C.","Bergmann's rule is maintained during a rapid range expansion in a damselfly","n","y","no",NA
"164",315,"DeFaveri, J.; Merila, J.","Local adaptation to salinity in the three-spined stickleback?","n","y","no",NA
"165",316,"Merila, Juha","Lakes and ponds as model systems to study parallel evolution","n","y","no",NA
"166",317,"Therry, L.; Nilsson-Oertman, V.; Bonte, D.; Stoks, R.","Rapid evolution of larval life history, adult immune function and flight muscles in a poleward-moving damselfly","n","y","no",NA
"167",318,"Boutin, Stan; Lane, Jeffrey E.","Climate change and mammals: evolutionary versus plastic responses","n","y","no",NA
"168",319,"Collins, Sinead; Rost, Bjoern; Rynearson, Tatiana A.","Evolutionary potential of marine phytoplankton under ocean acidification","n","y","no",NA
"169",320,"Kolbe, Jason J.; Ehrenberger, Joseph C.; Moniz, Haley A.; Angilletta, Michael J., Jr.","Physiological Variation among Invasive Populations of the Brown Anole (Anolis sagrei)","n","y","no",NA
"170",321,"Huang, Xianliang; Liu, Deguang; Gao, Suxia; Chen, Hui","Differential Performance of Sitobion avenae Populations From Both Sides of the Qinling Mountains Under Common Garden Conditions","n","y","no",NA
"171",322,"Scheiner, Samuel M.","The genetics of phenotypic plasticity. XII. Temporal and spatial heterogeneity","n","y","no",NA
"172",323,"Liess, Antonia; Rowe, Owen; Guo, Junwen; Thomsson, Gustaf; Lind, Martin I.","Hot tadpoles from cold environments need more nutrients - life history and stoichiometry reflects latitudinal adaptation","n","y","no",NA
"173",324,"Mahe, K.; Coppin, F.; Vaz, S.; Carpentier, A.","Striped red mullet (Mullus surmuletus, Linnaeus, 1758) in the eastern English Channel and southern North Sea: growth and reproductive biology","n","y","no",NA
"174",325,"Berger, David; Postma, Erik; Blanckenhorn, Wolf U.; Walters, Richard J.","QUANTITATIVE GENETIC DIVERGENCE AND STANDING GENETIC (CO)VARIANCE IN THERMAL REACTION NORMS ALONG LATITUDE","n","y","no",NA
"175",326,"Urban, Mark C.","Evolution mediates the effects of apex predation on aquatic food webs","n","y","no",NA
"176",327,"Leonhardt, Sara D.; Rasmussen, Claus; Schmitt, Thomas","Genes versus environment: geography and phylogenetic relationships shape the chemical profiles of stingless bees on a global scale","n","y","no",NA
"177",328,"Lecocq, Thomas; Vereecken, Nicolas J.; Michez, Denis; Dellicour, Simon; Lhomme, Patrick; Valterova, Irena; Rasplus, Jean-Yves; Rasmont, Pierre","Patterns of Genetic and Reproductive Traits Differentiation in Mainland vs. Corsican Populations of Bumblebees","n","y","no",NA
"178",329,"Edge, Christopher B.; Thompson, Dean G.; Houlahan, Jeff E.","Differences in the Phenotypic Mean and Variance Between Two Geographically Separated Populations of Wood Frog (Lithobates sylvaticus)","n","y","no",NA
"179",330,"Evans, Gregory A.; Kilkenny, Francis F.; Galloway, Laura F.","EVOLUTION OF COMPETITIVE ABILITY WITHIN LONICERA JAPONICA'S INVADED RANGE","n","y","no",NA
"180",331,"Baker, John A.; Raesaenen, Katja; Moore, Jean-Sebastien; Hendry, Andrew P.","Genetic and plastic contributions to trait divergence between parapatric habitats: female life-history traits in threespine stickleback within the Misty Lake system","n","y","no",NA
"181",332,"Leips, Jeff; Rodd, F. Helen; Travis, Joseph","The adaptive significance of population differentiation in offspring size of the least killifish, Heterandria formosa","n","y","no",NA
"182",333,"Merila, Juha","Nine-spined stickleback (Pungitius pungitius): an emerging model for evolutionary biology research","n","y","no",NA
"183",334,"Wright, Peter J.; Tobin, Declan","Maturation differences between sub-stocks of haddock, Melanogrammus aeglefinus","n","y","no",NA
"184",336,"Walsh, Matthew R.; DeLong, John P.; Hanley, Torrance C.; Post, David M.","A cascade of evolutionary change alters consumer-resource dynamics and ecosystem function","n","y","no",NA
"185",337,"Hangartner, S.; Laurila, A.; Raesaenen, K.","The quantitative genetic basis of adaptive divergence in the moor frog (Rana arvalis) and its implications for gene flow","n","y","no",NA
"186",338,"Harris, Rebecca; McQuillan, Peter; Hughes, Lesley","Patterns in body size and melanism along a latitudinal cline in the wingless grasshopper, Phaulacridium vittatum","n","y","no",NA
"187",339,"Wund, Matthew A.","Assessing the Impacts of Phenotypic Plasticity on Evolution","n","y","no",NA
"188",340,"Hassell, Elizabeth M. A.; Meyers, Peter J.; Billman, Eric J.; Rasmussen, Josh E.; Belk, Mark C.","Ontogeny and sex alter the effect of predation on body shape in a livebearing fish: sexual dimorphism, parallelism, and costs of reproduction","n","y","no",NA
"189",341,"Moiroux, Joffrey; Giron, David; Vernon, Philippe; van Baaren, Joan; van Alphen, Jacques J. M.","Evolution of metabolic rate in a parasitic wasp: The role of limitation in intrinsic resources","n","y","no",NA
"190",342,"Field, Jeremy; Paxton, Robert; Soro, Antonella; Craze, Paul; Bridge, Catherine","Body size, demography and foraging in a socially plastic sweat bee: a common garden experiment","n","y","no",NA
"191",344,"Valladares, Fernando; Saldana, Alfredo; Gianoli, Ernesto","Costs versus risks: Architectural changes with changing light quantity and quality in saplings of temperate rainforest trees of different shade tolerance","n","y","no",NA
"192",345,"Shimada, Yukinori; Shikano, Takahito; Kuparinen, Anna; Gonda, Abigel; Leinonen, Tuomas; Merila, Juha","Quantitative Genetics of Body Size and Timing of Maturation in Two Nine-Spined Stickleback (Pungitius pungitius) Populations","n","y","no",NA
"193",346,"Thomassen, Gaute; Barson, Nicola J.; Haugen, Thrond O.; Vollestad, L. Asbjorn","Contemporary divergence in early life history in grayling (Thymallus thymallus)","n","y","no",NA
"194",347,"Martin, Shannon B.; Leberg, Paul L.","Influence of environmental stress on age- and size-at-maturity: genetic and plastic responses of coastal marsh fishes to changing salinities","n","y","no",NA
"195",348,"Lefebure, R.; Larsson, S.; Bystrom, P.","A temperature-dependent growth model for the three-spined stickleback Gasterosteus aculeatus","n","y","no",NA
"196",349,"Oufiero, Christopher E.; Gartner, Gabriel E. A.; Adolph, Stephen C.; Garland, Theodore, Jr.","LATITUDINAL AND CLIMATIC VARIATION IN BODY SIZE AND DORSAL SCALE COUNTS IN SCELOPORUS LIZARDS: A PHYLOGENETIC PERSPECTIVE","n","y","no",NA
"197",350,"Kawahara-Miki, Ryouka; Wada, Kenta; Azuma, Noriko; Chiba, Susumu","Expression Profiling without Genome Sequence Information in a Non-Model Species, Pandalid Shrimp (Pandalus latirostris), by Next-Generation Sequencing","n","y","no",NA
"198",351,"Shikano, Takahito; Merila, Juha","Body size and the number of vertebrae in the nine-spined stickleback (Pungitius pungitius)","n","y","no",NA
"199",352,"Zheng, Ying; Dam, Hans G.; Avery, David E.","Differential responses of populations of the copepod Acartia hudsonica to toxic and nutritionally insufficient food algae","n","y","no",NA
"200",353,"Forrest, Jessica R. K.; Thomson, James D.","An examination of synchrony between insect emergence and flowering in Rocky Mountain meadows","n","y","no",NA
"201",354,"Trokovic, N.; Herczeg, G.; McCairns, R. J. Scott; Ab Ghani, N. Izza; Merila, J.","Intraspecific divergence in the lateral line system in the nine-spined stickleback (Pungitius pungitius)","n","y","no",NA
"202",356,"van Molken, Tamara; Stuefer, Josef F.","The potential of plant viruses to promote genotypic diversity via genotype x environment interactions","n","y","no",NA
"203",357,"Guarini, Jean-Marc; Chauvaud, Laurent; Cloern, James E.; Clavier, Jacques; Coston-Guarini, Jennifer; Patry, Yann","Seasonal variations in ectotherm growth rates: Quantifying growth as an intermittent non steady state compensatory process","n","y","no",NA
"204",358,"Gonda, Abigel; Herczeg, Gabor; Merila, Juha","Population variation in brain size of nine-spined sticklebacks (Pungitius pungitius) - local adaptation or environmentally induced variation?","n","y","no",NA
"205",359,"Gerst, Katharine L.; Angert, Amy L.; Venable, D. Lawrence","The effect of geographic range position on demographic variability in annual plants","n","y","no",NA
"206",360,"Mach, Megan E.; Sbrocco, Elizabeth J.; Hice, Lyndie A.; Duffy, Tara A.; Conover, David O.; Barber, Paul H.","Regional differentiation and post-glacial expansion of the Atlantic silverside, Menidia menidia, an annual fish with high dispersal potential","n","y","no",NA
"207",361,"Fraser, D. J.; Weir, L. K.; Bernatchez, L.; Hansen, M. M.; Taylor, E. B.","Extent and scale of local adaptation in salmonid fishes: review and meta-analysis","n","y","no",NA
"208",362,"Junge, C.; Vollestad, L. A.; Barson, N. J.; Haugen, T. O.; Otero, J.; Saetre, G-P; Leder, E. H.; Primmer, C. R.","Strong gene flow and lack of stable population structure in the face of rapid adaptation to local temperature in a spring-spawning salmonid, the European grayling (Thymallus thymallus)","n","y","no",NA
"209",363,"Berger, David; Friberg, Magne; Gotthard, Karl","Divergence and ontogenetic coupling of larval behaviour and thermal reaction norms in three closely related butterflies","n","y","no",NA
"210",365,"Wright, Peter J.; Gibb, Fiona M.; Gibb, Iain M.; Millar, Colin P.","Reproductive investment in the North Sea haddock: temporal and spatial variation","n","y","no",NA
"211",366,"Volis, S.","Adaptive genetic differentiation in a predominantly self-pollinating species analyzed by transplanting into natural environment, crossbreeding and Q(ST)-F-ST test","n","y","no",NA
"212",367,"Skelly, David","A climate for contemporary evolution","n","y","no",NA
"213",368,"Feder, Jeffrey L.; Powell, Thomas H. Q.; Filchak, Ken; Leung, Brian","The diapause response of Rhagoletis pomonella to varying environmental conditions and its significance for geographic and host plant-related adaptation","n","y","no",NA
"214",369,"Seppanen, Eila; Piironen, Jorma; Huuskonen, Hannu","Consistency of standard metabolic rate in relation to life history strategy of juvenile Atlantic salmon Salmo salar","n","y","no",NA
